line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English,isused
3741, por,22, ?, , ¡Y seis meses pagados por anticipado!, And 6 months paid in advance!,
3742, por,9, ?, , - - Seis por siete cuarenta y dos., 6 times 7 is 42.,
3743, para,24, for,PU, -- ... Y quince francos para los primeros gastos., ...and 15 francs for initial expenses.,
3744, por,8, for, , Buscado por agresión a mano armada y robo en la persona de un joven saboyano llamado Petit-Gervais., Wanted for armed assault and robbery... of a young Savoyard called Petit-Gervais.,
3745, para,46, to, PU, Me ha pedido varias veces que aumente la suma para cuidar a Cosette., You have asked me several times to increase what is paid to mind Cosette.,
3746, por,38, to, , Acepto pues la suma de quince francos por mes. Fantine., I agree therefore to pay the sum of 15 francs per month.,
3747, para,18, to, PU, No hay nada mejor para espiar las acciones de la gente que hacer como que no miran. De esta clase era madame Victurnien., There's nothing like spying on people's actions than with those who pretend not to look.,
3748, para,22, for, PU, Quince sueldos al día para confeccionar camisas para presos., 15 sous a day for making shirts for prisoners.,
3749, por,23, for, , -- ¡El trabajo se para por tres meses!, Work stops for three months!,
3749, para,18, for, RE, -- ¡El trabajo se para por tres meses!, Work stops for three months!,
3750, por,23, ?, , Somos demasiado buenos por esperar., We are fed up with waiting.,
3751, por,34, ?, , Un café de provincias frecuentado por los elegantes de la época., A provincial cafe frequented by the smart set of the day.,
3752, por,37, to, , Esta clase de mujeres son entregadas por ley a la discreción de la policía., This class of woman is subject to the law at the discretion of the police.,
3753, por,40, ?, , Acaba de ver a la sociedad representada por un votante insultado y atacado por una criatura al margen de todo., He has just seen a prominent member of society insulted and attacked by a creature from beyond the pale.,
3754, para,11, ?,TD, -- ¡Tienes para seis meses!, I'm giving you 6 months!,
3755, por,22, because,CA, Si soy lo que soy ¡es por miseria!, I only became what I am because I'm destitute!,x
3756, por,33, to, , Hace seis semanas tras la escena por la Fantine le denuncié a la Súreté como antiguo forzado y usurpador de estado civil., Six weeks ago after that episode with Fantine... I denounced you to the prefecture as an ex-convict and usurper of public office.,
3757, por,13, for, , Champmathieu por robo escalo etcétera., Champmathieu for robbery breaking and entering etc.,
3758, por,21, ?, , Ha sido identificado por tres coetáneos de la cárcel de Tolón..., He has been identified by three fellow-inmates at Toulon jail.,
3759, por,14, ?, , - - Convocado por el juez. yo mismo lo he reconocido., Summoned by the judge I've recognised him myself.,
3760, para,8, for, PU, Volveré para entregarle mis poderes pues debo ser castigado., I'll return to relinquish my authority for I must be punished.,
3761, por,34, to, , Desde el momento en que impulsado por el deseo de vengarme he abusado de la policía no soy más que un delator que debe ser destituido., From the moment I tried to misuse my authority out of revenge I've been no more than an informer who must be dismissed.,
3762, por,22, for, , -- ¿Debo sacrificarme por ese Champmathieu que ha robado?, Am I going to sacrifice myself for that robber Champmathieu?,
3763, para,12, for,PE, ¡Tanto peor para Champnathieu!, Too bad for Champmathieu!,
3764, para,5, for,RE, Pido para él los trabajos forzados a perpetuidad.," I demand hard labour for life."".",
3765, para,25, to, PU, - - Concededme tres días para ir a buscar a su hija.," Give me three days to find her child."".",
3766, para,14, for,RE, El resto será para los pobres., The rest can be for the poor.,
3767, por,44, for, , La consigna de Javert había sido el respeto por la autoridad sin restricción ni objeciones., Javert's personal ethos called for unqualified respect for authority.,
3768, por,19, for, , Pero su veneración por sor Simplice que nunca había mentido en su vida era una excepción., But his veneration for Sister Simplice who had never lied was exceptional.,
3770, por,37, for, , No miraba ni a derecha ni a izquiera por miedo a ver cosas en las ramas y en la maleza., She looked to neither left nor right... for fear of seeing something in the branches or undergrowth.,
3771, para,13, for,RE, Hace la ropa para mis hijas., She makes stockings for my daughters.,
3772, por,31, ?, , Es una pobre pequeña que cuido por caridad., She's a poor little wretch I raised out of charity...,
3773, para,7, for,RE, -- ¡Es para ti!, This is for you!,
3774, por,15, ?, , - - Si se mete por el callejón sin salida está hecho., If he goes down the dead-end alley he' done for!,
3775, por,43, for, , - - Ganaréis cien francos si me dais asilo por esta noche., You'll get 100 francs if you give me a refuge for tonight.,
3776, para,15, to, PU, Esa campana es para advertirlas cuando yo paso., The bell is to warn them when I pass.,
3777, por,62, to, , El padre pobre a media pensión y fiel al emperador perseguido por la Restauración había cedido por el interés de su hijo que creció bajo los más puros sentimientos realistas y también en la creencia fanática de que Bonaparte y sus partidarios eran unos bandidos, The father poor on a half-pension faithful to the Emperor persecuted by the restoration... had given up any interest in his son who grew up... with pure royalist sentiments and a fanatic belief that Bonaparte and his supporters were bandits,
3778, por,20, ?, , Marius se vio preso por una adoración póstuma hacia su padre., Marius embraced a posthumous adoration of his father.,
3779, para,147, to, PU, Con mis respetuosos sentimientos tengo el honor de ser madame Don Álvarez capitán español de caballería realista refugiado en Francia sin recursos para continuar su viaje., Don Alvarez Spanish cavalry captain Royalist refugee in France without the means needed to continue my journey.,
3780, por,84, to, , Me permito rogarle que me conceda el precioso favor de su simpatía para interesarse por un hombre de letras que acaba de ver rechazado un drama en el Theâtre Francais., I allow myself to beg you to grant me the precious favour of your sympathy to take an interest in a man of letters whose drama was just rejected by the Theatre Francais.,
3780, para,67, by, PU, Me permito rogarle que me conceda el precioso favor de su simpatía para interesarse por un hombre de letras que acaba de ver rechazado un drama en el Theâtre Francais., I allow myself to beg you to grant me the precious favour of your sympathy to take an interest in a man of letters whose drama was just rejected by the Theatre Francais.,
3782, para,11, to, PU, Dos luises para la chica... ¡Menuda pitanza!, How it shines! This is going to feed us!,
3784, por,10, ?, , - - Salid por la puerta., Come through the door...,
3785, por,53, to, , La cuerda de forzados que se trasladaban a la cárcel por etapas., The chain of convicts transferred to a jail in stages.,
3786, por,17, ?, , Al día siguiente por la noche., The following night.,
3787, por,13, to, , -- ¿Qué me importa si me encuentran mañana muerta a golpes por mi padre?, What do I care if I'm found tomorrow stabbed to death by my own father?,
3788, para,30, per, PU, Señor vengo a pediros permiso para casarme., Sir I come to ask your permission to marry.,
3789, por,29, ?, , La Fayette ha sido amenazado por los dragones de Luis-Felipe en el funeral del general, LaFayette was menaced by Louis-Phillipe dragoons at General Lamarque's funeral.,
3791, por,57, to, , Cuando estemos en la ventana ¡al diablo con quien avance por la calle!, Once we're at the window to hell with anyone advancing!,
3792, por,6, for, , Ahora por mi dolor prométeme que cuando esté muerta me besarás en la frente.," And now do something for me..."" ""Promise me that when I die you'll kiss me on the forehead.",
3793, por,30, because,CA, - - Somos feos en Nanterre es por culpa de Voltaire., We're ugly in Nanterre It's because of Voltaire.,x
3794, por,29, because,CA, Y estúpidos en Palaisseau es por culpa de Rousseau., And stupid in Palaisseau It's because of Rousseau.,x
3795, por,22, because,CA, Alegre es mi carácter por culpa de Voltaire., Happy is my character because of Voltaire.,x
3796, por,20, because,CA, Mísero es mi ropaje por culpa de Rousseau., My clothes are in tatters because of Rousseau.,x
3797, por,18, because,CA, Me caigo al suelo por culpa de Voltaire., I fall to the ground because of Voltaire.,x
3798, por,32, because,CA, La nariz contra la corriente es por culpa de..., My face in the gutter because of...,x
3799, para,21, for, PU, - - Fingí una herida para no quedar mal., I faked an injury so as not to to commit a forgery.,
3800, por,26, for, , Todo para su amor absorta por sus ocupaciones múltiples y nuevas Cosette se hizo menos tierna para Jean Valjean., Gripped by his love and devoted to many new activities... her feelings for Jean Valjean begin to weaken.,
3800, para,5, by,RE, Todo para su amor absorta por sus ocupaciones múltiples y nuevas Cosette se hizo menos tierna para Jean Valjean., Gripped by his love and devoted to many new activities... her feelings for Jean Valjean begin to weaken.,
3801, para,21, to,RE, Aunque la suerte fue para él muy extraña. El vivió., Although fate had been strange to him he was alive.,
3802, por,32, ?, , Matsuzumi Eizan es interpretado por Seki Misao., Matsuzumi Eizan played by Seki Misao.,
3803, para,56,to, PU, El maestro sonríe cuando sus alumnos se acercan a él... para desearle felicidad., The master smiles as his students come to congratulate him on his good fortune.,x
3804, por,35, for,CA, Namie la hija de Eizan es conocida por su incontestable belleza., Eizan's daughter Namie is known far and wide for her stunning beauty.,x
3805, por,22, ?, , Namie es interpretada por Tamaki Utako., Namie played by Tamaki Utako.,
3806, por,75, for, , No obstante hay un joven samurai llamado Kuritomi Heizaburo... cuya pasión por Namie supera a la de los demás., However a young samurai. Kuritomi Heizaburo burns with a passion for Namie that outshines the others.,
