line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English
2597, por,52, ?, IT, El sr. Blent me dijo que no volverá antes de mañana por la tarde., Mr. Blent won't be back until tomorrow afternoon he told me.
2761, por,15, ?, IT, ¿Cuántas veces por semana?, How often? Twice a week?
3054, por,50, ?, IT," una pequeña campesina un poco ""inocente""... ya es por la mañana..."," a little farm girl an ""innocent"" one... Claire has just learned   The search was in vain."
3055, por,38, ?, IT, Einar Norsen joven ingeniero que ayer por la tarde saliendo de la casa de la insensible Cl..r. Lesc.t encontró una muerte (¿voluntaria? ) a causa de un volantazo que le precipitó por una pendiente fatal., Einar Norse a young engineer who yesterday afternoon left Claire's house was found dead after crashing his car down a fatal slope.
3057, por,38, to, IT, Einar Norsen joven ingeniero que ayer por la tarde saliendo de la casa de la insensible Cl..r. Lesc.t encontró una muerte (¿voluntaria? ) a causa de un volantazo que le precipitó por una pendiente fatal., Einar Norse a young engineer who yesterday evening left Claire's house was found dead (voluntarily they say) thanks to a fall down a fatal slope.
3271, por,13, ?, IT, Cada domingo por la tarde el Sub-Prefecto recibía., Every Sunday evening the Sub-Prefect received guests.
3277, por,17, ?, IT, Al día siguiente por la mañana..., The next morning.
3280, por,0, to, IT, por la mañana estaba ya en Saint-Paul  Maurice reposaba en un pequeño cementerio de campo. Catherine se fue por el camino de Varance..., Catherine escaped by the road to Varance.
3359, por,3, to, IT, Ve por la tarde a casa de lord Stamford. Él te recibirá., Go to lord Stamford in the soirée he will receive you.
3372, por,7, ?, IT, Mañana por la mañana., Tomorrow morning.
3375, por,8, ?, IT, Domingo por la tarde., On Sunday afternoon.
3382, por,17, ?, IT, Al día siguiente por la tarde., The following afternoon.
3490, por,7, ?, IT, Mañana por la mañana:, Tomorrow Morning:
3508, por,46, that, IT, ¡Quiero la misma habitación que teníamos ayer por la tarde!, I would like the same hotel room that we had last night.
3511, por,7, ?, IT, Mañana por la tarde voy a tener aquí una pequeña reunión privada., Tomorrow evening I will have a small private party.
3554, por,41, ?, IT, He pasado los últimos dos años sin saber por la mañana lo que haría la noche, where I'd end up at night.
3576, por,88, ?, IT, cambiar psicólogo encontrar una mejor puede hacer que me quede embarazada me voy mañana por la mañana, Change your shrink. Find a good one! If he could get me pregnant I'd find him tomorrow!
3586, por,7, ?, IT, Mañana por la mañana el instalaciones fuera de la escuela, Tomorrow morning at the café after you've dropped him at school.
3660, por,30, ?, IT, Nunca sabré cómo se despierta por la mañana si bien estoy en el cielo pero cuando usted se cae a tirarme, Your moods change all the time. When you're happy I'm in heaven but when you're down I get down.
3718, por,75, to, IT, Trabajaremos toda la noche y haremos bastante escala para llegar a ustedes por la mañana., We'll work all night and make enough ladder to get you in the morning.
4035, por,7, ?, IT, Sábado por la tarde en el Támesis., Saturday afternoon on the Thames
4080, por,11, ?, IT, El domingo por la tarde toda la juventud local baila en el verde del pueblo., On Saturday evening all the local youth were dancing on the village green.
4232, por,7, ?, IT, Mañana por la mañana estará en su laboratorio de Latourette., Tomorrow morning he will be in his laboratory in Latourette.
4462, por,21, ?, IT, ¿Dos libras con diez por semana le parece bien señor?, Not very efficient your police Joe ... They let him run away every time.
4561, por,52, to, IT, Aquí está el veredicto que se llevará a cabo mañana por la mañana., The Duke of Bayreuth leads Thérése to a convent.
4563, por,100, that, IT," Durante la noche sierra los barrotes de tu celda. Sigue el itinerario indicado en el plano y mañana por la mañana..."" Esa noche...", - Here is the verdict that will be delivered tomorrow morning.
4592, por,8, ?, IT, Domingo por la mañana, I saved your life!
4742, por,20, ?, IT, Devuélvemelo mañana por la mañana., (André Luguet of the Comédie Française)
4744, por,27, ?, IT, Venga a mi despacho mañana por la mañana., The Orgies
4807, por,32, ?, IT, Desde la primera luz el domingo por la mañana..., I mean which's the warehouse?
4812, por,6, ?, IT, Lunes por la mañana., I'll show you some real fancy diving!
4818, por,7, ?, IT, Martes por la mañana: Regata del Club de Navegación de Westport., You kill-a de monk!
4820, por,10, ?, IT, Miércoles por la mañana., I took the whole blamed war!
4822, por,11, that, IT, Ven mañana por la mañana y te haremos una prueba., Look at that house; empty!
4823, por,26, ?, IT, Al día siguiente temprano por la mañana., Around the Side Shows hungry and broke.
4826, por,26, ?, IT, Te daré cincuenta dólares por semana., A Sick Horse.
4829, por,25, ?, IT, Este paquete sale mañana por la mañana., So you've come back - - You -- !
4883, por,52, that, IT, - - Si no te resfrías con esto ¡puedes venir mañana por la mañana y peinarme!, You are right - that would be a misalliance!
4900, por,11, ?, IT, Luchemos Y por la mañana la ciudad parecía aún dormida. -- ¡Blanco a las puertas de la ciudad!,  I'll bring it back!
4914, por,28, ?, IT, Que venga a trabajar mañana por la mañana., Sister.
4916, por,45, ?, IT, Tienen que ir a que les inspeccionen los pasaportes mañana por la mañana., Where'd you get the gadget from ... steal it out of a hock shop?
4923, por,60, ?, IT, Sería aconsejable emprender una ofensiva en su honor mañana por la mañana pero no demasiado temprano., You will of course honor us with your company?
4949, por,27, ?, IT, Saldremos hacia Nueva York por la mañana., This nine o'clock town is getting on my nerves.
4956, por,35, ?, IT, Esos dos hombres van a irse mañana por la mañana., You'll see.
123, por,29, ?, IS, Y mirando a Jesús que andaba por allí..., and when he looked at Jesus who was passing...
124, por,2, ?, IS, Y por allí vio a otros dos hermanos Jacobo... y su hermano Juan..., And when they went from there they saw the other two brothers James the Zealot and John his brother...
189, por,13, ?, IS, ¿Que os trae por aquí Señor Baron?, What brings you here Baron?
190, por,7, ?, IS, ¿Usted por aquí Señor Conde?, What are you doing here Count?
301, por,4, ?, IS, ¿Tú por aquí Cayo Julio?, Are you here Julius?
799, por,29, to, IS, ¿...y tú casualmente pasabas por allí?, ... And then you just happened to drop in?
885, por,24, ?, IS, Ud se ha estado pegando por aquí desde hace buén tiempo!, You have been sticking around here long enough.
887, por,33, ?, IS, Yo recibiré a quien se abra paso por aquí., Whoever makes his way here will be saluted by me
895, por,11, ?, IS, ¿Qué haces por aquí arriba Aslaug?, How do you do up here Aslaug?
1818, por,87, ?, IS, En una calle de la ciudad había gente alrededor de los bailarines Yagibushi. Taro pasó por allí y se unió a ellos., In the street there was a crowd around some Yagibushi dancers.
1843, por,16, ?, IS, ¡No nadie salió por aquí!, No! No-one left through here!
1900, por,7, ?, IS, ¿Estás por aquí mi niño?, Are you here my child?
1956, por,16, ?, IS, Suele deambular por aquí después del anochecer. Y me mira tan extraño..., He often roams around here after dark and he looks at me so strangely!
1997, por,20, ?, IS, Todo aquel que pasa por allí se santigua., And whatever happens there you make the sign of the cross.
2002, por,32, ?, IS, Es poco probable que alguien de por aquí quiera comprar el Campo del Diablo., This way nobody will think you bought the Devil's Field.
2300, por,14, ?, IS, ¿Quién camina por allí tan desasosegadamente?, Who's making so much noise going back and forth?
2510, por,30, to, IS, Dos palanquines justo pasaban por allí., Two palanquin-carriers happened to pass by.
2530, por,0, ?, IS, Por favor vengan por aquí., Please come over here.
2532, por,0, ?, IS, Por favor por aquí., Please this way.
2679, por,18, ?, IS, Hay algunas otras por allí., * There Are Some More Over There.
2754, por,7, ?, IS, Pasaba por aquí..., lt is I Cyrano.
2791, por,14, to, IS, No quiero ver por aquí a ese canalla. Encerradlo en la fortaleza de Hohenasperg., I don't want to see that cad here.
3074, por,15, ?, IS, No oculto nada por aquí -nada por aquí-," There is nothing here. ""Nothing here."
3712, por,145, to, IS, Chalenger nos ha guiado a este lugar y demostrado que la Meseta es real - pero no tenemos ninguna razón para creer que existan monstruos vagando por aquí., Challenger has guided us to this spot and proven that the Plateau is a fact - ...but we have no reason to believe that any monsters are roaming about up there.
3819, por,57, ?, IS, Casualmente los compañeros de clase de Heizaburo pasaban por allí., By chance Heizaburo's classmates came along.
3834, por,11, ?, IS, Me quedaré por aquí., I'll stick around here.
3839, por,19, to, IS, Me alegro de verte por aquí., I'm so glad to see her.
3851, por,27, ?, IS, Las cosas están tranquilas por acá., It's gotten quiet in there.
3855, por,26, ?, IS, ¿Ha visto a algún extraño por acá?, See anyone strange?
3863, por,17, ?, IS, ¡Creo que se fue por allá!, I think I saw him over there!
3871, por,23, ?, IS, Desde luego no eres de por aquí., You're no local yokel.
4256, por,13, ?, IS, ¿Qué te trae por aquí cachorrito mío?, What brings you here my pet?
4364, por,23, ?, IS, No he visto a su padre por aquí. ¿Dónde está?,  I haven't seen your dad around ... Where is he? 
4501, por,24, ?, IS, Hace mucho que no vengo por aquí y las caras se olvidan..., Hello Wassily don't you recognise me?
4513, por,35, ?, IS, Es una pena que venga Ud. tan poco por aquí..., One of his girlfriends.
4525, por,24, ?, IS, ¡Quiero ver qué tenemos por aquí de chicas guapas!, No ... never!
4530, por,27, to, IS, No tiene sentido que venga por aquí constantemente... le avisaremos cuando lo necesitemos., I´ll go to the editor´s office to ask them again.
4555, por,40, to, IS, - - Y bien señores. ¿qué viento os trae por aquí?, The eagle is no more in love with its freedom than I am but above all I am not the man Your Majesty believes me to be and I am ashamed that you should be exposed to meeting again under your roof a man whose name is to every person of noble feeling an object of reprobation...
4660, por,15, ?, IS, -- ¡No vuelvas por aquí desvergonzada!, I'll get the money.
4687, por,31, ?, IS, ¡Tendría que ir uno alguna vez por Berlín y tendría que contarle al Rey cómo nos va por aquí!, And .. how is Emma doing?
4737, por,38, ?, IS, Usted perdone pero no veo ningún niño por aquí., Hélène Hallier
4816, por,40, ?, IS, ¡Es culpa suya que este tonto anduviera por aquí!, Go on down.
4852, por,34, to, IS, Ni se te ocurra aparecer de nuevo por acá., Somebody's got to watch the appartment.
4947, por,8, for, IS, Quédate por aquí mientras yo subo a hablar de nuevo con mi madre., Why don't you have a customer in there for hours at a time?
4982, por,37, ?, IS, Ya estoy harto de que estés danzando por aquí día tras día observando y vigilando cada cosa que hago., I'm just warning you that's all.
4986, por,23, ?, IS, ¿Has visto algo de eso por aquí?, Have you?
4987, por,49, ?, IS, No iréis a creer que yo podría tener algo de eso por aquí ¿verdad?, Why what ideas would I have about a job like that?
4990, por,20, ?, IS, Creo que me quedaré por aquí un ratito., This is Kitty.
53, para,12, ?, DE, ¿Papi viene para acá?, Is daddy coming over?
1374, para,4, ?, DE, Voy para allá Robert Herne., I'm coming Robert Herne.
3008, para,63, from, DE, ! Rápido! Ve a recibir a los visitantes de la Tierra y tráelos para acá., Hurry to meet the guests from Earth and bring them to me.
4814, para,3, ?, DE," Ve para allá"".", I'm a little damp so I'll go home..
4965, para,4, ?, DE, Voy para allá y te recojo con el coche., No and what we bought was a regular barber shop not a speakeasy.
